From_dataset,From_dataset,RawCoord1,RawCoord2,RawCoord3,RawCoord4,RawCoord5,RawCoord6,RawCoord7,RawCoord8,RawCoord9,RawCoord10,RawCoord11,RawCoord12,RawCoord13,RawCoord14,RawCoord15,RawCoord16,RawCoord17,RawCoord18,RawCoord19,RawCoord20,RawCoord21,RawCoord22,RawCoord23,RawCoord24,RawCoord25,RawCoord26,RawCoord27,RawCoord28,RawCoord29,RawCoord30,RawCoord31,RawCoord32,RawCoord33,RawCoord34,RawCoord35,RawCoord36,RawCoord37,RawCoord38,RawCoord39,RawCoord40,RawCoord41,RawCoord42,RawCoord43,RawCoord44,RawCoord45,RawCoord46,RawCoord47,RawCoord48,RawCoord49,RawCoord50,RawCoord51,RawCoord52,RawCoord53,RawCoord54,RawCoord55,RawCoord56,RawCoord57,RawCoord58,RawCoord59,RawCoord60,RawCoord61,RawCoord62,RawCoord63,RawCoord64,RawCoord65,RawCoord66,RawCoord67,RawCoord68,RawCoord69,RawCoord70,RawCoord71,RawCoord72,RawCoord73,RawCoord74,RawCoord75,RawCoord76,RawCoord77,RawCoord78,RawCoord79,RawCoord80,RawCoord81,RawCoord82,RawCoord83,RawCoord84,RawCoord85,RawCoord86,RawCoord87,RawCoord88,RawCoord89,RawCoord90,RawCoord91,RawCoord92,RawCoord93,RawCoord94,RawCoord95,RawCoord96,RawCoord97,RawCoord98,RawCoord99,RawCoord100,RawCoord101,RawCoord102,RawCoord103,RawCoord104,RawCoord105,RawCoord106,RawCoord107,RawCoord108,RawCoord109,RawCoord110,RawCoord111,RawCoord112,RawCoord113,RawCoord114,RawCoord115,RawCoord116,RawCoord117,RawCoord118,RawCoord119,RawCoord120,RawCoord121,RawCoord122,RawCoord123,RawCoord124,RawCoord125,RawCoord126,RawCoord127,RawCoord128,RawCoord129,RawCoord130,RawCoord131,RawCoord132,RawCoord133,RawCoord134,RawCoord135,RawCoord136,RawCoord137,RawCoord138,RawCoord139,RawCoord140,RawCoord141,RawCoord142,RawCoord143,RawCoord144,RawCoord145,RawCoord146,RawCoord147,RawCoord148,RawCoord149,RawCoord150,RawCoord151,RawCoord152,RawCoord153,RawCoord154,RawCoord155,RawCoord156,RawCoord157,RawCoord158,RawCoord159,RawCoord160,RawCoord161,RawCoord162,RawCoord163,RawCoord164,RawCoord165,RawCoord166,RawCoord167,RawCoord168,RawCoord169,RawCoord170,RawCoord171,RawCoord172,RawCoord173,RawCoord174,RawCoord175,RawCoord176,RawCoord177,RawCoord178,RawCoord179,RawCoord180,RawCoord181,RawCoord182,RawCoord183,RawCoord184,RawCoord185,RawCoord186,RawCoord187,RawCoord188,RawCoord189,RawCoord190,RawCoord191,RawCoord192,RawCoord193,RawCoord194,RawCoord195,RawCoord196,RawCoord197,RawCoord198,RawCoord199,RawCoord200,RawCoord201,RawCoord202,RawCoord203,RawCoord204,RawCoord205,RawCoord206,RawCoord207,RawCoord208,RawCoord209,RawCoord210,RawCoord211,RawCoord212,RawCoord213,RawCoord214,RawCoord215,RawCoord216,RawCoord217,RawCoord218,RawCoord219,RawCoord220,RawCoord221,RawCoord222,RawCoord223,RawCoord224,RawCoord225,RawCoord226,RawCoord227,RawCoord228,RawCoord229,RawCoord230,RawCoord231,RawCoord232,RawCoord233,RawCoord234,RawCoord235,RawCoord236,RawCoord237,RawCoord238,RawCoord239,RawCoord240,RawCoord241,RawCoord242,RawCoord243,RawCoord244,RawCoord245,RawCoord246,RawCoord247,RawCoord248,RawCoord249,RawCoord250,RawCoord251,RawCoord252,RawCoord253,RawCoord254,RawCoord255,RawCoord256,RawCoord257,RawCoord258,RawCoord259,RawCoord260,RawCoord261,RawCoord262,RawCoord263,RawCoord264,RawCoord265,RawCoord266,RawCoord267,RawCoord268,RawCoord269,RawCoord270,RawCoord271,RawCoord272,RawCoord273,RawCoord274,RawCoord275,RawCoord276,RawCoord277,RawCoord278,RawCoord279,RawCoord280,RawCoord281,RawCoord282,RawCoord283,RawCoord284,RawCoord285,RawCoord286,RawCoord287,RawCoord288,RawCoord289,RawCoord290,RawCoord291,RawCoord292,RawCoord293,RawCoord294,RawCoord295,RawCoord296,RawCoord297,RawCoord298,RawCoord299,RawCoord300,RawCoord301,RawCoord302,RawCoord303,RawCoord304,RawCoord305,RawCoord306,RawCoord307,RawCoord308,RawCoord309,RawCoord310,RawCoord311,RawCoord312,RawCoord313,RawCoord314,RawCoord315,RawCoord316,RawCoord317,RawCoord318,RawCoord319,RawCoord320,RawCoord321,RawCoord322,RawCoord323,RawCoord324,RawCoord325,RawCoord326,RawCoord327,RawCoord328,RawCoord329,RawCoord330,RawCoord331,RawCoord332,RawCoord333,RawCoord334,RawCoord335,RawCoord336,RawCoord337,RawCoord338,RawCoord339,RawCoord340,RawCoord341,RawCoord342,RawCoord343,RawCoord344,RawCoord345,RawCoord346,RawCoord347,RawCoord348,RawCoord349,RawCoord350,RawCoord351,RawCoord352,RawCoord353,RawCoord354,RawCoord355,RawCoord356,RawCoord357,RawCoord358,RawCoord359,RawCoord360,RawCoord361,RawCoord362,RawCoord363,RawCoord364,RawCoord365,RawCoord366,RawCoord367,RawCoord368,RawCoord369,RawCoord370,RawCoord371,RawCoord372,RawCoord373,RawCoord374,RawCoord375,RawCoord376,RawCoord377,RawCoord378,RawCoord379,RawCoord380,RawCoord381,RawCoord382,RawCoord383,RawCoord384,RawCoord385,RawCoord386,RawCoord387,RawCoord388,RawCoord389,RawCoord390,RawCoord391,RawCoord392,RawCoord393,RawCoord394,RawCoord395,RawCoord396,RawCoord397,RawCoord398,RawCoord399,RawCoord400,RawCoord401,RawCoord402,RawCoord403,RawCoord404,RawCoord405,RawCoord406,RawCoord407,RawCoord408
Achirus_declivis,Achirus_declivis,251.7538,2306.894,638.0111,307.4686667,2329.808667,648.2647333,248.4219667,2277.096,672.4077,303.6465333,2240.597,663.5944667,318.1161333,2284.233,684.2445,273.9226,2254.628333,692.9617667,459.9606,2237.535667,670.0638,485.0934,2200.269,735.6690667,347.1075333,2253.004667,742.4897667,306.7336,2171.744,752.1069333,379.8573333,2002.138333,754.2942,401.4911333,1971.232667,791.9722333,544.1248333,2031.113333,777.6862333,460.578,2178.187667,945.2638,402.8509667,2154.018333,972.1830333,563.7049667,1958.697667,826.4678,333.0319333,1938.901333,898.0493667,616.347,1826.000333,1075.702133,517.0377333,1848.043667,1130.394067,604.7139333,1855.168,1180.8018,721.519,1943.300667,1119.083233,470.0533667,1894.215667,1240.566,594.6035333,2015.043,1223.027667,604.3231667,2102.922333,1276.369667,578.5153667,2142.074,964.1633333,374.6311333,2096.194667,1070.957033,625.4369333,2139.364,939.9796667,340.858,2080.674333,1067.899233,599.7241667,2141.600333,1050.426733,403.7869333,2080.011,1131.293867,529.7903667,2196.695333,1116.855633,489.9167333,2196.079333,1127.891833,610.7119667,2113.317,1217.6582,552.8597333,2100.657333,1241.88,521.1768,2203.431,1148.759933,332.1121667,2278.800333,771.1874667,262.7279667,2314.481333,657.9479667,279.0059333,2301.349333,668.5081333,292.6107333,2296.227667,687.2499,301.3415667,2290.792333,703.1734667,310.0131667,2287.610333,721.5012333,318.5933,2283.423667,743.5861667,373.4760667,2019.764333,744.0699333,366.9231667,2035.504667,727.9708667,359.1751333,2054.888333,712.2722,355.5323333,2068.475333,696.3433,353.0206667,2083.931333,675.5202,351.3423,2098.788333,652.0424333,358.1607,2119.432333,634.7426667,369.0932667,2139.256333,633.4143333,390.4185333,2156.545333,636.1445333,409.3593333,2172.636,644.1806,428.2018667,2187.182333,665.4368667,451.5165667,2194.985,684.8137,470.4122667,2195.601667,704.6847333,481.7850333,2189.107667,726.3132667,492.6245667,2179.305667,746.2040667,502.5061,2165.318333,766.5395333,511.4092667,2143.586,785.9468,522.6205,2111.432667,797.4300333,528.1519667,2085.052667,795.9292333,537.8774333,2060.200333,786.9952333,490.6134,2195.022667,755.8200333,497.5443,2185.153667,773.3987333,504.0837333,2171.639333,792.2876333,509.1236667,2145.664333,823.5462667,508.4292,2127.405333,851.8319333,501.5769,2122.184667,888.9233,488.782,2133.301,920.8740333,474.2893,2156.531333,936.3349667,445.5211,2206.505333,939.0372,420.6704667,2219.653667,921.6426667,404.3462333,2226.226,899.2395333,390.8396333,2230.983667,875.6442,381.4112333,2234.644333,855.1807667,372.9390333,2239.583,836.3407333,365.3845,2243.539,816.1191333,356.7671,2249.634333,790.3133,350.8107333,2251.775667,766.8075667,393.5365,2178.329667,957.4226,380.1291,2182.615,935.7554333,370.7835333,2186.049333,915.3494667,363.2001333,2192.345333,898.7763667,355.1973,2194.52,876.6890333,346.2100333,2194.838333,856.2328667,337.6416333,2192.499667,833.2465667,325.2567667,2192.488,813.4755333,317.3144,2186.354333,791.755,472.8183667,2219.080667,698.8148667,471.8856333,2219.563,702.2626,467.3142333,2220.304667,707.5858667,469.7499,2220.984667,714.5508333,577.4234667,1937.408667,843.9876,592.5669667,1912.696667,871.3102333,613.0177667,1891.633667,909.9705,639.1095667,1867.124,949.4084667,668.7581,1854.543667,986.5001,347.1325333,1912.028333,934.8809,362.1244333,1884.417667,974.1236333,389.6782,1852.872667,1021.408233,404.2884667,1830.858333,1057.025267,418.9031,1812.521,1099.6731,340.3111667,2275.235,793.5487333,350.11,2270.226667,818.7835,362.1577333,2267.575333,845.3715333,373.2055667,2267.812333,875.2827667,384.6811,2272.247,906.2539,398.3467,2275.484667,938.2706667,412.9975,2279.260667,965.7432667,428.4555667,2280.492667,993.3711333,438.9185667,2277.726333,1015.1089,450.7916333,2276,1036.649233,461.7671,2257.366333,1056.140267,475.4706333,2239.644333,1075.038033,485.9789,2228.294333,1088.147267,496.8345,2220.559667,1104.771533,512.5067667,2212.288333,1128.035633,537.2623,2180.571667,1171.657033,551.4995,2160.641667,1191.610433,567.5025667,2129.203333,1215.398667,586.9187333,2116.691667,1248.418667,408.9640333,1956.718333,807.1342667,421.4260333,1936.523333,821.0891,435.6564333,1920.980667,843.0083667,445.4899667,1901.181,864.2755333,456.926,1880.786,882.8902,471.1666667,1867.123667,908.5920333,483.2660333,1850.534667,925.8593667,496.9631333,1839.262333,950.0373667,509.0968667,1826.282,970.9216667,524.0827333,1815.317667,995.7415667,539.0553333,1807.238,1027.009967,550.9544,1802.719,1055.405367,563.7636,1802.476667,1080.4813,576.6364333,1812.335,1114.353033,591.2277667,1829.586,1152.802667
Achirus_lineatus,Achirus_lineatus,2074.705,487.6768,504.6861,2084.133,416.6728,555.2208,2065.929,518.0996,559.7191,1960.822,473.2912,631.5067,2035.367,443.0044,648.5397,2017.191,507.8936,618.4188,1931.755,268.3016,706.9052,1944.902,269.7947,847.9676,2029.356,438.1209,753.0229,1948.912,541.8832,762.9878,1694.464,512.1629,905.0934,1667.063,517.1593,954.4085,1706.779,300.087,968.0438,2055.977,424.0675,1091.506,2014.957,524.8467,1113.281,1675.93,306.076,1148.428,1690.578,679.9446,1149.362,1640.164,277.6734,1545.997,1659.926,713.1818,1524.239,1674.256,485.2053,1570.1,1808.495,277.0786,1588.031,1833.268,682.6195,1582.569,1939.685,480.3111,1549.279,2120.701,462.8226,1633.676,2006.232,304.6294,1252.388,2028.396,638.6248,1233.865,1923.375,231.1137,1237.028,2003.515,704.3037,1218.557,2015.781,266.8753,1380.139,2048.279,670.911,1372.981,2172.331,427.9931,1381.235,2176.173,464.6524,1388.846,2081.238,420.3224,1536.512,2103.792,502.6329,1536.888,2162.475,445.5338,1409.52,2086.795,461.0547,764.8113,2084.771,472.9688,528.5181,2081.457,455.1675,557.0438,2074.177,459.0276,596.3484,2073.978,458.3481,642.4341,2076.852,461.1061,684.8248,2080.388,458.099,724.8116,1703.332,510.6532,881.6049,1721.356,505.735,852.3881,1731.217,501.0032,822.4728,1739.72,493.4277,793.7442,1745.787,485.2296,766.4013,1754.025,476.0589,738.4035,1767.469,454.9223,704.9833,1801.363,431.3761,694.0098,1819.308,401.248,695.1993,1829.275,374.0598,703.4904,1853.02,336.8939,721.5755,1872.468,309.0619,744.4429,1886.234,292.0876,775.0045,1894.422,277.3386,805.5974,1897.559,269.1292,844.9451,1895.923,276.6981,889.048,1889.229,284.8628,930.7512,1860.574,315.3096,986.7734,1818.757,310.4696,1010.828,1755.833,298.5903,993.4585,1942.048,262.9121,880.3558,1937.365,264.3302,920.3804,1919.851,286.9779,990.0107,1902.733,318.7228,1050.898,1903.593,342.0759,1109.841,1939.273,381.9932,1135.639,1970.531,404.2951,1137.962,2007.895,409.2585,1123.582,2079.268,439.9495,1058.071,2081.445,450.5302,1007.661,2077.967,455.4715,980.2786,2066.937,457.9002,944.157,2059.875,457.3354,918.3467,2054.742,457.2827,891.3311,2049.084,456.4997,860.3581,2045.876,455.9622,833.9424,2037.537,455.5748,800.3171,2039.578,523.6624,1092.771,2059.326,514.8263,1053.013,2063.453,509.3155,1009.643,2052.922,514.1163,977.8813,2045.306,517.4857,941.7288,2031.041,523.0963,913.9099,2019.818,527.4172,884.0905,2002.249,536.4193,855.2365,1982.078,538.9258,818.546,1937.112,263.326,741.7265,1937.979,268.2717,767.3911,1944.046,266.6341,790.5886,1944.459,269.0831,820.221,1639.236,297.7591,1235.824,1612.797,302.2092,1319.113,1612.811,295.8841,1383.329,1607.065,291.2411,1435.009,1616.914,284.6865,1489.159,1659.268,684.3131,1199.156,1656.665,687.5543,1256.23,1649.284,695.7803,1304.557,1648.246,699.1354,1364.53,1653.033,712.8831,1464.555,2093.859,458.9938,803.0179,2101.66,463.8923,842.6694,2118.737,464.1255,897.5482,2137.923,459.3282,948.8356,2170.414,455.2516,998.9292,2204.318,448.2887,1043.029,2224.314,447.0563,1080.059,2229.212,443.6422,1119.763,2241.198,447.2143,1157.586,2198.456,452.5433,1193.715,2185.941,448.758,1222.479,2173.503,445.638,1256.757,2172.093,443.5191,1289.603,2169.477,447.9356,1316.023,2176.55,447.863,1354.193,2154.286,453.2873,1442.542,2138.796,458.9877,1478.985,2125.567,463.9828,1523.862,2116.766,467.5301,1575.652,1665.557,517.4485,992.6584,1666.711,510.3123,1043.367,1643.988,508.0622,1098.788,1634.616,504.4945,1152.127,1627.897,503.7901,1212.185,1620.552,496.3193,1254.506,1607.07,495.6244,1305.132,1602.323,497.9297,1343.984,1599.829,492.7891,1378.463,1601.062,494.2031,1409.305,1614.38,495.7771,1439.512,1621.702,495.1564,1466.221,1632.091,499.4477,1488.009,1634.385,497.9082,1517.376,1654.585,491.7839,1547.67
Arnoglossus_thori,Arnoglossus_thori,-340.5966,1110.445,499.706,-284.2329,1066.793,588.903,-397.8672,1109.648,547.1505,-332.408,928.4247,598.5536,-339.561,1055.953,623.1185,-426.8515,1039.563,672.7294,-160.7032,1100.595,776.42,-278.6511,987.5365,1217.305,-369.0405,1064.789,680.1382,-557.6695,1032.925,918.8527,-515.9935,546.6359,1076.863,-702.7535,589.8847,1354.131,-644.3315,718.6813,1496.954,-521.0057,1051.53,1426.614,-781.8495,994.3651,1396.506,-556.5059,667.0281,1662.796,-934.6947,707.1069,1510.898,-721.4688,552.3878,1968.789,-1067.855,596.7404,1816.522,-903.3999,671.4481,1984.434,-680.4244,721.3587,2062.113,-1118.68,792.2488,1901.76,-901.3981,919.9274,2005.093,-929.6751,1052.115,2081.1,-602.9645,1059.848,1559.231,-851.5109,1028.628,1496.352,-527.7869,950.5882,1726.338,-974.1586,990.1576,1545.102,-614.5491,1029.429,1685.012,-910.6207,1052.88,1589.738,-759.9714,1147.236,1787.621,-836.7039,1147.228,1754.395,-888.0895,1021.595,2024.862,-934.8685,1021.968,2011.359,-844.0257,1121.927,1899.626,-539.9574,1131.09,924.1172,-346.839,1122.141,532.36,-358.6626,1115.255,572.7813,-379.7214,1117.455,613.7939,-412.8087,1115.388,678.881,-448.0966,1114.775,758.4679,-507.3499,1120.583,855.6963,-481.1307,529.5596,1053.927,-452.1934,532.407,1026.795,-422.3664,544.7057,998.626,-386.8594,562.3446,972.0934,-354.5664,591.8895,952.7291,-326.5986,629.5358,931.2285,-301.674,681.3168,919.1699,-278.4963,728.6953,916.5779,-254.908,800.5946,933.4521,-242.2024,855.7998,968.8552,-248.0347,890.6947,1016.535,-247.8998,905.2827,1078.508,-245.0364,930.2508,1147.039,-276.1415,944.8289,1269.55,-300.8384,947.6152,1332.599,-366.9677,940.1709,1423.571,-427.641,898.5161,1474.424,-476.2775,846.0044,1492.038,-528.1751,792.235,1489.272,-598.6266,748.1531,1489.498,-315.9041,989.0687,1240.347,-343.4064,997.0526,1270.406,-366.1617,999.5695,1296.178,-399.3369,1008.182,1330.021,-430.3863,1017.496,1358.591,-454.5977,1024.907,1387.383,-476.3764,1033.246,1404.033,-501.182,1040.576,1419.643,-545.2883,1077.274,1418.389,-578.7735,1097.216,1418.306,-617.9178,1123.902,1391.872,-643.1022,1133.742,1324.978,-653.336,1147.64,1233.511,-635.4276,1150.601,1164.139,-598.1546,1140.968,1080.7,-542.7833,1121.779,974.152,-446.0108,1095.536,808.1077,-770.1243,1025.219,1366.601,-740.2628,1071.042,1300.705,-720.4713,1084.564,1251.214,-696.0184,1083.384,1201.394,-667.7399,1084.119,1150.13,-635.0458,1076.634,1094.68,-611.8959,1071.616,1044.743,-595.246,1071.313,996.6503,-578.6032,1059.12,942.2582,-160.872,1045.273,805.9384,-169.7812,969.1758,876.2371,-168.143,958.3969,973.8293,-195.5559,967.5922,1074.912,-581.0359,646.2864,1722.028,-607.5347,624.5988,1773.973,-634.701,615.2521,1833.981,-665.1024,585.3762,1884.057,-697.2275,571.2572,1941.812,-949.9011,679.4967,1548.214,-968.5314,655.1999,1591.019,-985.8296,634.3635,1633.431,-1019.079,629.0304,1697.328,-1052.008,630.6754,1757.998,-574.4953,1140.987,977.0892,-598.541,1148.155,1031.07,-623.657,1153.337,1082.537,-648.799,1158.281,1129.126,-673.4623,1167.169,1185.556,-700.1453,1178.231,1251.522,-725.055,1192.773,1339.691,-716.1901,1203.584,1408.864,-690.3685,1227.566,1463.914,-702.944,1255.271,1508.556,-712.7719,1264.667,1558.238,-732.9873,1259.926,1638.45,-751.3937,1226.702,1667.805,-779.2166,1174.21,1719.788,-806.4688,1149.314,1803.012,-858.4122,1115.185,1935.739,-872.1886,1105.39,1972.756,-887.4537,1093.357,2010.326,-910.4735,1073.967,2044.859,-717.9652,605.6196,1390.524,-745.5099,620.3868,1427.065,-757.6091,612.6278,1477.955,-772.9503,601.6843,1533.599,-786.9,574.92,1580.218,-808.4099,589.5111,1622.567,-821.3318,542.3638,1667.385,-840.1111,535.4933,1703.185,-855.9974,560.3641,1746.227,-867.6727,570.3003,1779.874,-874.7418,573.9443,1821.454,-905.0723,587.7025,1865.415,-896.6457,596.9589,1915.818,-899.016,614.7456,1940.887,-906.4287,640.2754,1972.263
Aseraggodes_kobensis,Aseraggodes_kobensis,781.3937,2871.154,757.4866,713.7589,2922.982,803.6783,819.4698,2891.083,786.6961,729.6172,3019.899,751.1478,769.9266,2920.497,802.5559,805.4302,3023.897,808.7169,629.0021,3032.614,896.6803,749.8754,3035.139,1012.339,727.1851,2990.45,812.081,899.7489,3081.736,937.9053,842.2015,3318.316,982.0026,847.631,3311.273,1147.955,816.6556,3261.27,1185.754,814.2155,3098.135,1371.442,977.3281,3105.413,1155.364,721.1063,3380.81,1433.254,1141.638,3323.493,1343.474,777.1727,3567.63,1723.144,1213.147,3549.025,1584.856,991.87,3582.367,1694.973,785.0579,3387.8,1894.463,1280.843,3377.393,1762.382,1067.08,3283.225,1931.104,1053.851,3036.438,1983.259,839.3324,3090.381,1501.775,1067.79,3117.414,1436.005,696.7629,3150.594,1577.517,1215.331,3143.516,1441.047,765.3348,3130.292,1592.654,1157.345,3115.954,1475.555,929.267,2945.563,1778.413,1081.69,2933.49,1735.939,1024.712,3096.812,1961.672,1096.281,3079.182,1947.278,1024.05,2912.714,1818.782,889.7101,2970.585,1166.86,784.1413,2891.532,806.5868,791.3878,2924.824,859.0907,798.922,2950.714,919.1722,818.1305,2959.878,974.5275,834.9801,2960.532,1028.916,868.4627,2965.129,1114.537,816.9308,3318.02,948.5507,795.9178,3308.785,913.3204,764.5695,3290.4,881.0107,717.3312,3284.46,868.0687,677.2029,3269.579,849.1254,637.892,3255.396,844.1333,615.2802,3214.285,832.9025,602.6063,3178.385,835.9134,681.8982,3092.103,828.1036,700.3363,3080.531,868.4284,715.6541,3067.746,909.0439,733.9131,3063.32,946.6821,743.4023,3057.634,994.2518,754.7577,3061.293,1048.991,758.2254,3076.251,1119.98,756.632,3093.384,1170.938,747.523,3127.54,1233.868,758.2054,3173.469,1261.595,757.8098,3226.201,1248.099,789.6796,3243.616,1210.397,759.355,3039.145,1050.856,759.6284,3048.476,1097.061,764.4744,3057.079,1134.265,767.5371,3071.618,1188.948,759.4772,3087.832,1242.421,764.8161,3103.577,1295.412,760.9083,3122.651,1332.359,760.7432,3145.117,1367.791,830.083,3075.34,1390.25,863.6769,3039.528,1415.205,892.5991,3014.367,1364.445,879.7407,3011.951,1293.447,865.3101,3018.494,1235.945,831.0134,3004.958,1137.958,803.945,3005.3,1043.672,777.991,3002.65,956.1751,755.84,2999.824,873.9694,971.0674,3087.637,1141.861,958.4442,3063.455,1138.288,943.8957,3053.569,1106.271,933.343,3066.454,1081.057,926.2225,3071.653,1057.771,914.4752,3077.574,1037.284,909.5404,3080.302,1015.553,899.1673,3083.881,992.9048,894.1437,3082.576,961.5824,662.7709,3053.455,847.3676,691.548,3060.615,832.585,737.9681,3037.668,966.9103,722.52,3050.87,869.9821,730.9282,3411.45,1492.526,732.9905,3447.869,1547.773,727.5158,3487.366,1601.111,695.5168,3547.281,1658.971,727.8575,3555.652,1698.323,1152.878,3360.584,1380.006,1157.825,3419.172,1418.719,1168.963,3478.473,1447.874,1243.501,3555.123,1497.894,1223.803,3529.347,1553.108,897.9922,2972.813,1205.364,906.0488,2973.171,1235.85,916.1608,2973.967,1268.757,929.5431,2974.277,1317.706,942.3615,2977.127,1354.981,950.908,2977.396,1389.517,956.8838,2979.27,1435.305,964.0869,2973.991,1486.941,964.6541,2971.625,1518.441,970.2125,2956.151,1557.572,974.4546,2927.536,1595.237,983.8259,2891.559,1627.085,992.066,2878.86,1658.571,1012.455,2916.729,1719.399,1020.413,2930.093,1778.91,1028.635,2921.176,1846.649,1034.814,2940.693,1866.037,1045.266,2950.868,1896.188,1052.194,2998.092,1941.819,858.1512,3330.657,1178.669,864.1321,3372.725,1211.556,870.966,3404.226,1239.047,877.1828,3423.319,1273.578,889.8781,3450.442,1318.484,902.0529,3472.306,1353.04,913.2157,3498.795,1391.53,922.7382,3521.618,1417.395,931.8978,3545.577,1445.42,944.6758,3567.454,1477.946,955.1447,3580.259,1511.767,965.2852,3587.199,1551.26,980.8536,3591.602,1593.436,980.7515,3587.755,1626.216,983.6935,3590.743,1649.402
Atheresthes_evermanni,Atheresthes_evermanni,2109.8505,1506.9684,884.5963,2147.4655,1636.31175,933.4543,2055.937,1508.1742,1058.20995,2262.961,1472.1617,927.17395,2210.0915,1622.2935,1076.2382,2230.605,1568.88495,1184.5,2372.5345,1916.331,1005.42295,2597.0035,2273.458,1595.32335,2222.3615,1787.724,1202.58355,2348.43995,1932.634,1952.5515,2698.2869,1496.4305,1754.1355,2870.731,2103.0195,2386.483,2895.5895,2205.3585,2218.2645,2580.483,2666.14,2544.082,2474.97605,2306.969,2539.562,3019.168,2663.6405,2624.961,2723.88925,2171.754,2912.835,3179.6245,2921.2095,3155.6735,2869.661,2583.9465,3544.758,2992.613,2737.116,3314.377,3107.2105,3198.0075,3329.272,2745.0859,2803.905,3768.4925,2773.229,3219.3455,3762.6135,2598.564,3348.9945,3846.6885,2674.917,2740.916,2638.3635,2534.7455,2439.2495,2829.108,2925.933,2808.1735,2509.3645,2558.0219,2284.9075,3027.2575,2817.9685,2866.263,2671.1355,2592.96645,2428.523,3070.045,2549.078,3086.121,3163.166,2493.162,2991.949,3264.4015,2668.0285,3313.346,3645.0545,2596.7511,3224.173,3719.057,2496.4805,3123.9465,3575.7755,2246.657,1912.821,1665.493,2119.158,1558.85605,956.57995,2132.333,1596.8631,1035.50075,2146.1865,1648.9215,1120.2558,2164.788,1686.6465,1208.98195,2188.2925,1730.3845,1307.2205,2206.1625,1796.864,1446.6425,2693.3323,1450.9565,1693.692,2702.8385,1408.587,1607.917,2723.6905,1381.6195,1513.82595,2742.8895,1361.7485,1413.13275,2749.163,1354.4215,1313.4317,2751.7875,1366.2715,1230.6052,2715.3325,1414.859,1165.2165,2696.8835,1461.26,1114.051,2676.514,1552.784,1089.61705,2626,1630.313,1100.92815,2624.3735,1762.79,1220.55125,2593.793,1879.694,1279.2726,2605.4465,2017.781,1394.2302,2621.5165,2121.523,1526.31785,2657.2885,2243.6695,1665.8616,2695.648,2344.2775,1816.172,2757.591,2418.964,1980.2915,2795.5235,2409.074,2063.022,2837.2765,2391.2425,2133.9165,2884.2735,2313.8185,2202.89,2604.651,2333.9185,1676.3707,2612.7,2398.6315,1744.96415,2624.88,2465.6015,1820.692,2639.466,2540.864,1921.7485,2662.356,2590.4035,2033.1285,2708.9985,2586.3045,2207.2075,2701.785,2629.829,2324.477,2657.494,2658.6655,2429.662,2523.322,2657.748,2531.7315,2475.2635,2633.038,2525.028,2437.142,2580.4475,2446.275,2422.1645,2500.926,2313.9415,2398.756,2355.7045,2110.1635,2362.4295,2198.1395,1887.6825,2325.0045,2061.7385,1707.05,2320.2585,1961.809,1578.882,2285.325,1842.2945,1397.147,2447.77865,2318.961,2511.381,2418.385,2296.786,2457.7055,2408.5395,2256.954,2373.393,2391.9965,2222.194,2311.504,2385.3605,2177.9505,2253.9295,2377.255,2127.9295,2195.2005,2370.5585,2079.645,2135.5665,2365.6457,2043.7815,2080.084,2356.23525,1998.59,2004.636,2416.4795,1941.0075,1060.02445,2476.082,2003.873,1134.7157,2524.7995,2071.852,1250.35805,2570.9055,2172.756,1417.97025,3055.785,2698.731,2712.872,3080.3135,2738.939,2799.7045,3114.842,2776.649,2899.248,3140.0615,2828.833,2992.1075,3172.106,2888.778,3071.2865,2726.75665,2249.2525,3047.291,2757.38635,2333.9595,3163.7335,2790.94205,2414.972,3262.3995,2825.31215,2489.9895,3372.649,2851.9172,2548.7045,3453.1295,2255.139,1981.401,1765.2535,2267.673,2041.121,1864.8605,2276.6595,2097.8005,1957.0765,2286.5815,2155.8355,2054.1595,2298.8385,2210.5725,2162.271,2311.491,2291.8245,2284.711,2328.6095,2377.3975,2397.529,2361.5175,2476.3995,2502.422,2382.48,2577.081,2608.9815,2410.6635,2674.427,2739.09,2414,2774.623,2883.5585,2430.4175,2843.3365,3019.3875,2451.391,2914.731,3162.202,2472.79,2983.5335,3294.2415,2485.1465,3055.329,3445.882,2521.2395,3184.683,3637.365,2534.3095,3231.6425,3689.292,2542.8875,3278.2905,3724.7495,2563.9705,3322.117,3783.463,2886.7965,2141.68,2434.6545,2901.428,2196.2095,2496.3805,2884.209,2203.9975,2567.185,2871.4575,2249.2765,2632.0915,2903.0515,2279.137,2697.814,2919.176,2296.812,2763.772,2940.1745,2326.913,2841.006,2968.5105,2354.6885,2903.9145,2983.0265,2388.2185,2975.0895,2998.403,2427.2165,3039.8625,3053.3995,2475.455,3078.472,3027.825,2526.4605,3142.6895,3039.2355,2568.9165,3183.913,3036.3895,2621.528,3224.827,3004.7445,2672.715,3270.306
